Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,PerformanceRating,YearsAtCompany,YearsInCurrentRole,MonthlyIncome
56,Yes,Travel_Rarely,Research & Development,14,Life Sciences,Female,Research Scientist,3,5,4,4963
33,Yes,Travel_Rarely,Sales,16,Life Sciences,Female,Sales Executive,4,0,0,8564
25,Yes,Travel_Frequently,Sales,24,Life Sciences,Male,Sales Representative,3,1,0,1118
29,Yes,Travel_Rarely,Sales,27,Marketing,Female,Sales Executive,4,10,4,7639
55,Yes,Travel_Rarely,Sales,13,Marketing,Male,Sales Executive,3,19,7,13695
29,Yes,Travel_Rarely,Human Resources,13,Human Resources,Male,Human Resources,3,2,2,2335
58,Yes,Travel_Rarely,Research & Development,7,Medical,Female,Manufacturing Director,3,10,9,10008
30,Yes,Travel_Frequently,Sales,12,Life Sciences,Male,Sales Representative,3,1,0,2033
24,Yes,Travel_Frequently,Research & Development,7,Life Sciences,Female,Laboratory Technician,3,6,3,2886
29,Yes,Travel_Rarely,Research & Development,7,Technical Degree,Female,Laboratory Technician,3,7,7,3339
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,Male,Research Scientist,3,9,7,2362
23,Yes,Travel_Rarely,Research & Development,8,Medical,Male,Laboratory Technician,3,5,4,3989
29,Yes,Travel_Rarely,Sales,27,Marketing,Female,Sales Executive,4,10,4,7639
21,Yes,Travel_Rarely,Research & Development,18,Other,Female,Research Scientist,3,1,0,2693
28,Yes,Travel_Frequently,Sales,1,Technical Degree,Male,Sales Representative,3,3,2,2909
29,Yes,Travel_Rarely,Human Resources,13,Human Resources,Male,Human Resources,3,2,2,2335
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,1,0,2973
39,Yes,Travel_Rarely,Sales,5,Technical Degree,Male,Sales Representative,3,1,0,2086
28,Yes,Travel_Rarely,Research & Development,17,Technical Degree,Male,Laboratory Technician,3,4,1,2367
48,Yes,Travel_Frequently,Sales,7,Medical,Female,Sales Representative,3,9,7,2655
31,Yes,Travel_Frequently,Research & Development,29,Medical,Male,Laboratory Technician,3,5,4,3479
29,Yes,Travel_Rarely,Sales,9,Marketing,Female,Sales Representative,3,2,2,2760
28,Yes,Travel_Rarely,Research & Development,24,Medical,Male,Laboratory Technician,3,1,1,2408
39,Yes,Travel_Rarely,Research & Development,23,Medical,Male,Research Scientist,3,5,2,3904
50,Yes,Travel_Frequently,Sales,1,Other,Male,Sales Executive,3,0,0,4728
35,Yes,Travel_Rarely,Sales,4,Technical Degree,Male,Sales Executive,4,8,7,9582
34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,Female,Human Resources,3,2,2,2742
21,Yes,Travel_Rarely,Research & Development,18,Other,Female,Research Scientist,3,1,0,2693
55,Yes,Travel_Rarely,Research & Development,2,Medical,Male,Manager,3,5,2,19859
30,Yes,Travel_Frequently,Sales,26,Marketing,Female,Sales Executive,3,6,3,6696
39,Yes,Travel_Rarely,Sales,3,Medical,Female,Sales Executive,3,1,0,5238
33,Yes,Travel_Frequently,Research & Development,3,Life Sciences,Male,Research Scientist,3,10,8,3348
28,Yes,Travel_Rarely,Research & Development,17,Technical Degree,Male,Laboratory Technician,3,4,1,2367
32,Yes,Travel_Rarely,Sales,2,Marketing,Male,Sales Executive,3,2,2,9907
21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Female,Laboratory Technician,3,1,0,1416
31,Yes,Travel_Frequently,Research & Development,29,Medical,Male,Laboratory Technician,3,5,4,3479
32,Yes,Travel_Frequently,Research & Development,5,Life Sciences,Female,Research Scientist,3,4,1,2432
24,Yes,Travel_Rarely,Research & Development,1,Medical,Male,Research Scientist,3,2,0,2293
25,Yes,Travel_Frequently,Sales,24,Life Sciences,Male,Sales Representative,3,1,0,1118
34,Yes,Travel_Frequently,Sales,6,Marketing,Female,Sales Representative,3,2,2,2351
26,Yes,Travel_Rarely,Research & Development,16,Medical,Male,Laboratory Technician,3,3,2,2373
35,Yes,Travel_Rarely,Sales,27,Life Sciences,Male,Sales Executive,3,10,7,5813
29,Yes,Travel_Frequently,Research & Development,14,Other,Female,Healthcare Representative,3,8,7,7553
41,Yes,Travel_Rarely,Research & Development,12,Technical Degree,Female,Research Director,3,22,15,19545
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,Female,Laboratory Technician,3,17,13,2743
23,Yes,Travel_Rarely,Research & Development,8,Medical,Male,Laboratory Technician,3,5,4,3989
58,Yes,Travel_Rarely,Research & Development,7,Medical,Female,Manufacturing Director,3,10,9,10008
33,Yes,Travel_Rarely,Research & Development,15,Medical,Male,Manager,3,7,6,13610
35,Yes,Travel_Frequently,Sales,18,Marketing,Female,Sales Executive,3,4,2,4614
58,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Research Director,3,31,15,19246
35,Yes,Travel_Frequently,Sales,18,Marketing,Female,Sales Executive,3,4,2,4614
52,Yes,Travel_Rarely,Sales,5,Life Sciences,Male,Sales Executive,3,8,7,8446
29,Yes,Travel_Rarely,Sales,23,Life Sciences,Female,Sales Executive,3,11,8,7336
32,Yes,Travel_Rarely,Research & Development,9,Medical,Female,Laboratory Technician,4,5,4,4200
25,Yes,Travel_Rarely,Sales,9,Life Sciences,Male,Sales Representative,3,3,2,4400
33,Yes,Travel_Rarely,Sales,9,Marketing,Female,Sales Executive,3,5,2,8224
25,Yes,Travel_Rarely,Sales,5,Marketing,Male,Sales Executive,3,6,4,5744
29,Yes,Travel_Rarely,Sales,23,Life Sciences,Female,Sales Executive,3,11,8,7336
23,Yes,Travel_Frequently,Sales,9,Marketing,Male,Sales Representative,3,1,0,1790
51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Male,Research Scientist,3,10,0,2461
55,Yes,Travel_Rarely,Sales,2,Medical,Male,Sales Executive,3,9,7,5160
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,Female,Laboratory Technician,3,17,13,2743
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,1,0,2973
34,Yes,Travel_Rarely,Research & Development,6,Medical,Male,Research Scientist,3,4,2,2960
30,Yes,Travel_Rarely,Research & Development,22,Life Sciences,Female,Research Scientist,3,5,2,2132
56,Yes,Travel_Rarely,Research & Development,14,Life Sciences,Female,Research Scientist,3,5,4,4963
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,Male,Research Scientist,3,6,2,2058
30,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,10,8,9714
36,Yes,Travel_Rarely,Research & Development,9,Medical,Male,Research Scientist,3,1,0,3388
43,Yes,Travel_Frequently,Research & Development,17,Technical Degree,Male,Research Scientist,3,1,0,2437
34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,Female,Human Resources,3,2,2,2742
33,Yes,Travel_Rarely,Sales,16,Life Sciences,Female,Sales Executive,4,0,0,8564
24,Yes,Travel_Frequently,Research & Development,9,Medical,Male,Laboratory Technician,3,0,0,3172
29,Yes,Travel_Rarely,Human Resources,13,Human Resources,Male,Human Resources,3,2,2,2335
32,Yes,Travel_Frequently,Research & Development,16,Life Sciences,Female,Research Scientist,4,10,2,3919
33,Yes,Travel_Rarely,Research & Development,14,Medical,Male,Laboratory Technician,3,5,4,2436
28,Yes,Travel_Frequently,Research & Development,2,Medical,Male,Laboratory Technician,3,0,0,2561
24,Yes,Travel_Rarely,Research & Development,1,Medical,Male,Research Scientist,3,2,0,2293
21,Yes,Travel_Frequently,Research & Development,10,Life Sciences,Female,Laboratory Technician,4,2,2,2625
50,Yes,Travel_Frequently,Sales,8,Technical Degree,Male,Sales Executive,3,4,3,6796
21,Yes,Travel_Frequently,Research & Development,10,Life Sciences,Female,Laboratory Technician,4,2,2,2625
39,Yes,Non-Travel,Research & Development,2,Life Sciences,Female,Laboratory Technician,4,1,0,3646
31,Yes,Travel_Rarely,Sales,20,Life Sciences,Female,Sales Executive,3,2,2,4559
48,Yes,Travel_Rarely,Research & Development,1,Life Sciences,Male,Laboratory Technician,3,1,0,5381
20,Yes,Travel_Rarely,Research & Development,11,Medical,Female,Research Scientist,3,1,0,2600
21,Yes,Travel_Frequently,Research & Development,10,Life Sciences,Female,Laboratory Technician,4,2,2,2625
34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,Female,Human Resources,3,2,2,2742
40,Yes,Non-Travel,Sales,24,Life Sciences,Female,Sales Executive,3,1,0,13194
29,Yes,Travel_Frequently,Research & Development,24,Life Sciences,Male,Research Scientist,4,1,0,2439
33,Yes,Travel_Rarely,Sales,16,Marketing,Female,Sales Executive,3,3,2,5324
33,Yes,Travel_Rarely,Research & Development,15,Medical,Male,Manager,3,7,6,13610
37,Yes,Travel_Rarely,Human Resources,6,Human Resources,Male,Human Resources,4,3,2,2073
29,Yes,Travel_Rarely,Human Resources,13,Human Resources,Male,Human Resources,3,2,2,2335
44,Yes,Travel_Rarely,Research & Development,15,Medical,Female,Healthcare Representative,3,10,7,7978
27,Yes,Travel_Frequently,Human Resources,22,Human Resources,Female,Human Resources,3,1,0,2863
45,Yes,Travel_Rarely,Sales,2,Marketing,Female,Manager,3,24,10,18824
36,Yes,Travel_Rarely,Research & Development,9,Medical,Male,Research Scientist,3,1,0,3388
23,Yes,Travel_Rarely,Research & Development,6,Life Sciences,Male,Laboratory Technician,4,0,0,1601
31,Yes,Travel_Rarely,Research & Development,22,Medical,Male,Manufacturing Director,3,10,2,6179
23,Yes,Travel_Rarely,Research & Development,6,Life Sciences,Male,Laboratory Technician,4,0,0,1601
48,Yes,Travel_Frequently,Sales,7,Medical,Female,Sales Representative,3,9,7,2655
23,Yes,Travel_Frequently,Sales,9,Marketing,Male,Sales Representative,3,1,0,1790
32,Yes,Travel_Rarely,Research & Development,25,Life Sciences,Male,Laboratory Technician,4,1,0,2795
23,Yes,Travel_Rarely,Research & Development,6,Life Sciences,Male,Laboratory Technician,4,0,0,1601
30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,Female,Research Scientist,3,5,2,2657
35,Yes,Travel_Rarely,Sales,10,Medical,Male,Sales Executive,3,13,12,10306
25,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,7,7,3691
26,Yes,Travel_Rarely,Research & Development,25,Life Sciences,Male,Laboratory Technician,3,1,0,2293
29,Yes,Travel_Rarely,Sales,1,Medical,Female,Sales Representative,3,3,2,2800
26,Yes,Travel_Rarely,Human Resources,20,Medical,Female,Human Resources,3,5,1,2148
35,Yes,Travel_Frequently,Sales,18,Marketing,Female,Sales Executive,3,4,2,4614
41,Yes,Travel_Rarely,Research & Development,12,Technical Degree,Female,Research Director,3,22,15,19545
33,Yes,Travel_Rarely,Research & Development,10,Medical,Male,Laboratory Technician,3,4,3,3408
23,Yes,Travel_Frequently,Sales,9,Marketing,Male,Sales Representative,3,1,0,1790
32,Yes,Travel_Frequently,Research & Development,16,Life Sciences,Female,Research Scientist,4,10,2,3919
35,Yes,Travel_Rarely,Research & Development,14,Other,Male,Laboratory Technician,4,4,2,3743
34,Yes,Non-Travel,Research & Development,16,Technical Degree,Male,Research Scientist,4,5,2,2307
21,Yes,Travel_Rarely,Research & Development,18,Other,Female,Research Scientist,3,1,0,2693
32,Yes,Travel_Frequently,Research & Development,5,Life Sciences,Female,Research Scientist,3,4,1,2432
53,Yes,Travel_Rarely,Research & Development,2,Technical Degree,Female,Manufacturing Director,3,33,7,10169
30,Yes,Travel_Rarely,Sales,9,Medical,Male,Sales Representative,3,1,0,1081
29,Yes,Travel_Rarely,Research & Development,7,Technical Degree,Female,Laboratory Technician,3,7,7,3339
31,Yes,Travel_Frequently,Sales,1,Life Sciences,Female,Sales Representative,3,1,0,1359
22,Yes,Travel_Frequently,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,2,2,3894
33,Yes,Travel_Rarely,Sales,16,Marketing,Female,Sales Executive,3,3,2,5324
23,Yes,Travel_Rarely,Sales,7,Life Sciences,Male,Sales Representative,4,3,2,2275
40,Yes,Travel_Rarely,Research & Development,7,Life Sciences,Male,Laboratory Technician,3,4,2,2166
24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Female,Laboratory Technician,3,1,0,2210
31,Yes,Travel_Frequently,Sales,1,Life Sciences,Female,Sales Representative,3,1,0,1359
29,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Female,Research Scientist,4,0,0,2404
39,Yes,Travel_Rarely,Research & Development,23,Medical,Male,Research Scientist,3,5,2,3904
26,Yes,Travel_Rarely,Research & Development,24,Technical Degree,Male,Laboratory Technician,3,1,0,2340
21,Yes,Travel_Rarely,Research & Development,18,Other,Female,Research Scientist,3,1,0,2693
32,Yes,Travel_Rarely,Sales,2,Marketing,Male,Sales Executive,3,2,2,9907
41,Yes,Travel_Frequently,Sales,4,Marketing,Male,Sales Executive,3,8,7,9355
58,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Research Director,3,31,15,19246
26,Yes,Travel_Rarely,Research & Development,21,Medical,Male,Laboratory Technician,4,1,1,2377
32,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,0,0,6735
28,Yes,Non-Travel,Research & Development,24,Technical Degree,Male,Healthcare Representative,3,10,7,8722
25,Yes,Travel_Rarely,Sales,5,Marketing,Male,Sales Executive,3,6,4,5744
33,Yes,Travel_Rarely,Sales,5,Marketing,Female,Sales Representative,3,1,0,2851
39,Yes,Non-Travel,Research & Development,2,Life Sciences,Female,Laboratory Technician,4,1,0,3646
51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,Male,Research Scientist,3,10,0,2461
25,Yes,Travel_Rarely,Research & Development,3,Medical,Male,Laboratory Technician,3,2,2,4031
19,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,4,1,0,1102
41,Yes,Travel_Rarely,Sales,20,Marketing,Female,Sales Representative,4,4,3,3140
56,Yes,Travel_Rarely,Research & Development,24,Life Sciences,Male,Laboratory Technician,3,4,2,2587
44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Male,Research Scientist,3,6,4,2936
34,Yes,Non-Travel,Research & Development,16,Technical Degree,Male,Research Scientist,4,5,2,2307
32,Yes,Travel_Rarely,Sales,2,Marketing,Male,Sales Executive,3,2,2,9907
33,Yes,Travel_Rarely,Sales,9,Marketing,Female,Sales Executive,3,5,2,8224
40,Yes,Travel_Rarely,Sales,25,Marketing,Male,Sales Executive,3,5,4,9094
30,Yes,Travel_Frequently,Research & Development,5,Medical,Female,Laboratory Technician,3,3,2,2422
56,Yes,Travel_Rarely,Research & Development,14,Life Sciences,Female,Research Scientist,3,5,4,4963
48,Yes,Travel_Frequently,Sales,7,Medical,Female,Sales Representative,3,9,7,2655
34,Yes,Non-Travel,Research & Development,16,Technical Degree,Male,Research Scientist,4,5,2,2307
29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,Female,Research Scientist,3,2,2,2546
36,Yes,Travel_Rarely,Sales,13,Marketing,Male,Sales Executive,3,2,2,6134
26,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Male,Research Scientist,3,3,2,2042
19,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,4,1,0,1102
41,Yes,Travel_Rarely,Sales,20,Marketing,Female,Sales Representative,4,4,3,3140
35,Yes,Travel_Rarely,Research & Development,23,Life Sciences,Male,Manufacturing Director,3,1,0,5916
35,Yes,Travel_Rarely,Research & Development,14,Other,Male,Laboratory Technician,4,4,2,3743
27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Female,Research Scientist,3,8,2,2394
46,Yes,Travel_Rarely,Sales,9,Marketing,Male,Sales Executive,3,7,7,10096
25,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,7,7,3691
30,Yes,Travel_Frequently,Sales,26,Marketing,Female,Sales Executive,3,6,3,6696
37,Yes,Travel_Rarely,Human Resources,6,Human Resources,Male,Human Resources,4,3,2,2073
19,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,4,1,0,1102
41,Yes,Travel_Rarely,Sales,20,Marketing,Female,Sales Representative,4,4,3,3140
33,Yes,Travel_Rarely,Sales,9,Marketing,Female,Sales Executive,3,5,2,8224
56,Yes,Travel_Rarely,Research & Development,24,Life Sciences,Male,Laboratory Technician,3,4,2,2587
19,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,4,1,0,1102
28,Yes,Travel_Frequently,Sales,1,Technical Degree,Male,Sales Representative,3,3,2,2909
33,Yes,Travel_Rarely,Research & Development,15,Medical,Male,Manager,3,7,6,13610
33,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Female,Laboratory Technician,4,9,7,2707
21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Female,Laboratory Technician,3,1,0,1416
36,Yes,Travel_Rarely,Sales,9,Life Sciences,Male,Sales Representative,4,5,3,3407
31,Yes,Travel_Rarely,Sales,20,Life Sciences,Female,Sales Executive,3,2,2,4559
33,Yes,Travel_Rarely,Sales,16,Marketing,Female,Sales Executive,3,3,2,5324
20,Yes,Travel_Rarely,Research & Development,11,Medical,Female,Research Scientist,3,1,0,2600
58,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Male,Laboratory Technician,3,1,0,2380
26,Yes,Travel_Rarely,Research & Development,24,Technical Degree,Male,Laboratory Technician,3,1,0,2340
27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Female,Research Scientist,3,8,2,2394
29,Yes,Travel_Rarely,Sales,27,Marketing,Female,Sales Executive,4,10,4,7639
26,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Male,Research Scientist,3,3,2,2042
48,Yes,Travel_Frequently,Sales,7,Medical,Female,Sales Representative,3,9,7,2655
26,Yes,Non-Travel,Sales,29,Medical,Male,Sales Executive,3,2,2,4969
24,Yes,Travel_Rarely,Sales,3,Life Sciences,Female,Sales Executive,3,2,2,4577
55,Yes,Travel_Rarely,Sales,2,Medical,Male,Sales Executive,3,9,7,5160
30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,Female,Research Scientist,3,5,2,2657
29,Yes,Travel_Rarely,Sales,23,Life Sciences,Female,Sales Executive,3,11,8,7336
27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Female,Research Scientist,3,8,2,2394
31,Yes,Travel_Frequently,Research & Development,1,Life Sciences,Female,Manufacturing Director,3,10,8,7446
29,Yes,Travel_Rarely,Research & Development,7,Technical Degree,Female,Laboratory Technician,3,7,7,3339
26,Yes,Travel_Rarely,Research & Development,25,Life Sciences,Male,Laboratory Technician,3,1,0,2293
36,Yes,Travel_Rarely,Research & Development,9,Medical,Male,Research Scientist,3,1,0,3388
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,Female,Laboratory Technician,3,17,13,2743
33,Yes,Travel_Frequently,Research & Development,3,Life Sciences,Male,Research Scientist,3,10,8,3348
29,Yes,Travel_Rarely,Sales,23,Life Sciences,Female,Sales Executive,3,11,8,7336
56,Yes,Travel_Rarely,Research & Development,24,Life Sciences,Male,Laboratory Technician,3,4,2,2587
56,Yes,Travel_Rarely,Research & Development,14,Life Sciences,Female,Research Scientist,3,5,4,4963
40,Yes,Travel_Rarely,Sales,25,Marketing,Male,Sales Executive,3,5,4,9094
30,Yes,Travel_Frequently,Sales,26,Marketing,Female,Sales Executive,3,6,3,6696
25,Yes,Travel_Rarely,Sales,9,Life Sciences,Male,Sales Representative,3,3,2,4400
39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Male,Healthcare Representative,3,18,7,12169
24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Female,Laboratory Technician,3,1,0,2210
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,Female,Laboratory Technician,3,17,13,2743
28,Yes,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,3,2,2,4382
42,Yes,Travel_Frequently,Sales,12,Life Sciences,Male,Sales Executive,3,21,9,13758
50,Yes,Travel_Frequently,Sales,1,Other,Male,Sales Executive,3,0,0,4728
32,Yes,Travel_Frequently,Research & Development,5,Life Sciences,Female,Research Scientist,3,4,1,2432
56,Yes,Travel_Rarely,Research & Development,14,Life Sciences,Female,Research Scientist,3,5,4,4963
33,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Female,Laboratory Technician,4,9,7,2707
25,Yes,Travel_Rarely,Research & Development,3,Medical,Male,Laboratory Technician,3,2,2,4031
31,Yes,Travel_Rarely,Sales,6,Life Sciences,Male,Sales Executive,3,7,7,6172
33,Yes,Travel_Rarely,Research & Development,10,Medical,Male,Laboratory Technician,3,4,3,3408
28,Yes,Travel_Frequently,Research & Development,2,Medical,Male,Laboratory Technician,3,0,0,2561
33,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Female,Laboratory Technician,4,9,7,2707
46,Yes,Travel_Rarely,Sales,10,Life Sciences,Female,Sales Executive,4,8,7,7314
55,Yes,Travel_Rarely,Research & Development,2,Medical,Male,Manager,3,5,2,19859
50,Yes,Travel_Frequently,Sales,1,Life Sciences,Male,Sales Executive,3,6,3,6728
45,Yes,Travel_Rarely,Sales,2,Marketing,Female,Manager,3,24,10,18824
27,Yes,Travel_Frequently,Human Resources,22,Human Resources,Female,Human Resources,3,1,0,2863
55,Yes,Travel_Rarely,Research & Development,2,Medical,Male,Manager,3,5,2,19859
19,Yes,Travel_Rarely,Sales,22,Marketing,Male,Sales Representative,3,0,0,1675
21,Yes,Travel_Rarely,Research & Development,18,Other,Female,Research Scientist,3,1,0,2693
47,Yes,Travel_Frequently,Sales,9,Life Sciences,Male,Sales Executive,3,23,5,12936
32,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,3,1,0,1393
30,Yes,Travel_Frequently,Sales,26,Marketing,Female,Sales Executive,3,6,3,6696
39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Male,Healthcare Representative,3,18,7,12169
31,Yes,Non-Travel,Research & Development,9,Medical,Male,Research Scientist,4,3,2,2321
34,Yes,Travel_Frequently,Sales,6,Marketing,Female,Sales Representative,3,2,2,2351
41,Yes,Travel_Frequently,Sales,4,Marketing,Male,Sales Executive,3,8,7,9355
21,Yes,Travel_Rarely,Research & Development,18,Other,Female,Research Scientist,3,1,0,2693
21,Yes,Travel_Frequently,Research & Development,10,Life Sciences,Female,Laboratory Technician,4,2,2,2625
24,Yes,Travel_Frequently,Research & Development,9,Medical,Male,Laboratory Technician,3,0,0,3172
33,Yes,Travel_Rarely,Sales,16,Marketing,Female,Sales Executive,3,3,2,5324
26,Yes,Travel_Rarely,Research & Development,25,Life Sciences,Male,Laboratory Technician,3,1,0,2293
56,Yes,Travel_Rarely,Research & Development,14,Life Sciences,Female,Research Scientist,3,5,4,4963
31,Yes,Non-Travel,Research & Development,9,Medical,Male,Research Scientist,4,3,2,2321
21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Female,Laboratory Technician,3,1,0,1416
29,Yes,Travel_Rarely,Sales,9,Marketing,Female,Sales Representative,3,2,2,2760
47,Yes,Travel_Frequently,Sales,9,Life Sciences,Male,Sales Executive,3,23,5,12936
28,Yes,Travel_Rarely,Sales,13,Marketing,Female,Sales Executive,3,2,0,9854
34,Yes,Travel_Frequently,Sales,6,Marketing,Female,Sales Representative,3,2,2,2351
23,Yes,Travel_Rarely,Sales,7,Life Sciences,Male,Sales Representative,4,3,2,2275
21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Female,Laboratory Technician,3,1,0,1416
47,Yes,Travel_Frequently,Sales,9,Life Sciences,Male,Sales Executive,3,23,5,12936
36,Yes,Travel_Rarely,Research & Development,15,Other,Male,Laboratory Technician,3,1,0,4834
41,Yes,Travel_Frequently,Sales,4,Marketing,Male,Sales Executive,3,8,7,9355
36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,Female,Laboratory Technician,3,17,13,2743
33,Yes,Travel_Rarely,Sales,16,Life Sciences,Female,Sales Executive,4,0,0,8564
29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,Male,Research Scientist,3,6,2,2058
35,Yes,Travel_Frequently,Sales,18,Marketing,Female,Sales Executive,3,4,2,4614
18,Yes,Travel_Frequently,Sales,5,Marketing,Male,Sales Representative,3,0,0,1878
21,Yes,Travel_Rarely,Sales,12,Life Sciences,Female,Sales Representative,3,1,0,2716
33,Yes,Travel_Rarely,Research & Development,15,Medical,Male,Manager,3,7,6,13610
30,Yes,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,10,8,9714
25,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,7,7,3691
44,Yes,Travel_Rarely,Research & Development,15,Medical,Female,Healthcare Representative,3,10,7,7978
26,Yes,Travel_Rarely,Research & Development,16,Medical,Male,Laboratory Technician,3,3,2,2373
35,Yes,Travel_Rarely,Sales,4,Technical Degree,Male,Sales Executive,4,8,7,9582
31,Yes,Travel_Frequently,Sales,1,Life Sciences,Female,Sales Representative,3,1,0,1359
58,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Male,Laboratory Technician,3,1,0,2380
46,Yes,Travel_Rarely,Sales,9,Medical,Male,Sales Executive,3,9,8,9619
35,Yes,Travel_Rarely,Research & Development,14,Other,Male,Laboratory Technician,4,4,2,3743
40,Yes,Travel_Rarely,Sales,25,Marketing,Male,Sales Executive,3,5,4,9094
36,Yes,Travel_Rarely,Research & Development,15,Other,Male,Laboratory Technician,3,1,0,4834
30,Yes,Travel_Rarely,Sales,9,Medical,Male,Sales Representative,3,1,0,1081
20,Yes,Travel_Rarely,Research & Development,4,Technical Degree,Male,Laboratory Technician,3,1,0,2973
37,Yes,Travel_Rarely,Human Resources,6,Human Resources,Male,Human Resources,4,3,2,2073
25,Yes,Travel_Frequently,Sales,24,Life Sciences,Male,Sales Representative,3,1,0,1118
47,Yes,Travel_Frequently,Sales,27,Life Sciences,Female,Sales Executive,3,5,4,6397
28,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,3,0,0,3485
33,Yes,Travel_Frequently,Research & Development,3,Life Sciences,Male,Research Scientist,3,10,8,3348
40,Yes,Travel_Rarely,Research & Development,7,Life Sciences,Male,Laboratory Technician,3,4,2,2166
27,Yes,Travel_Rarely,Sales,2,Marketing,Male,Sales Representative,3,4,3,3041
28,Yes,Travel_Rarely,Research & Development,17,Technical Degree,Male,Laboratory Technician,3,4,1,2367
44,Yes,Travel_Rarely,Research & Development,3,Life Sciences,Male,Laboratory Technician,3,3,2,2362
48,Yes,Travel_Rarely,Research & Development,1,Life Sciences,Male,Laboratory Technician,3,1,0,5381
46,Yes,Travel_Rarely,Sales,9,Marketing,Male,Sales Executive,3,7,7,10096
33,Yes,Travel_Rarely,Sales,16,Marketing,Female,Sales Executive,3,3,2,5324
23,Yes,Travel_Frequently,Sales,9,Marketing,Male,Sales Representative,3,1,0,1790
34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,Female,Human Resources,3,2,2,2742
34,Yes,Travel_Rarely,Research & Development,6,Medical,Male,Research Scientist,3,4,2,2960
18,Yes,Travel_Frequently,Sales,5,Marketing,Male,Sales Representative,3,0,0,1878
29,Yes,Travel_Frequently,Research & Development,24,Life Sciences,Male,Research Scientist,4,1,0,2439
28,Yes,Travel_Frequently,Sales,1,Technical Degree,Male,Sales Representative,3,3,2,2909
26,Yes,Travel_Rarely,Research & Development,21,Medical,Male,Laboratory Technician,4,1,1,2377
31,Yes,Travel_Frequently,Research & Development,20,Life Sciences,Male,Healthcare Representative,3,1,0,9824
20,Yes,Travel_Rarely,Sales,2,Medical,Female,Sales Representative,3,2,2,2044
35,Yes,Travel_Frequently,Sales,18,Marketing,Female,Sales Executive,3,4,2,4614
